Gender,City,Main language at work,Company size,Company type,Seniority level,Position (without seniority),Your main technology / programming language,Number of vacation days,Сontract duration,Company business sector,Position,Other technologies/programming languages you use often,Employment status,Age,Number of home office days per month,Yearly salary,Years of experience total,cluster
Male,Munich,English,101-1000,Product,Senior,0,Java,27,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,78000.0,6.0 - 7.0,1
Male,Munich,English,1000+,Product,Senior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,68000.0,9.0 - 10.0,3
Female,Munich,English,1000+,Product,Middle,0,Java,26,Unlimited contract,0,0,0,Full-time employee,35.0 - 40.0,0.0 - 36.0,62000.0,5.0 - 6.0,0
Male,Berlin,English,11-50,Startup,Senior,0,PHP,26,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,55000.0,9.0 - 10.0,4
Male,Munich,English,101-1000,Product,Middle,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,62000.0,2.0 - 3.0,0
Male,Berlin,English,up to 10,Startup,Senior,0,Other,26,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,72000.0,nan,3
Male,Munich,English,1000+,Product,Senior,0,Swift,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,58000.0,4.0 - 5.0,4
Male,Munich,English,101-1000,Product,Middle,0,Python,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,65000.0,2.0 - 3.0,0
Male,Frankfurt,English,1000+,Product,Middle,0,Python,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,85000.0,5.0 - 6.0,1
Male,Berlin,English,up to 10,Startup,Senior,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,65000.0,6.0 - 7.0,0
Male,Berlin,English,101-1000,Product,Lead,0,PHP,27,Unlimited contract,0,0,"Javascript / Typescript, SQL, AWS, Docker",Full-time employee,30.0 - 35.0,0.0 - 36.0,65000.0,nan,0
Male,Berlin,English,101-1000,Product,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,0.0 - 5.0,0.0 - 36.0,50000.0,5.0 - 6.0,6
Male,Berlin,English,101-1000,Startup,Senior,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,72000.0,7.0 - 8.0,3
Male,Munich,English,1000+,Product,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,79000.0,4.0 - 5.0,1
Female,Munich,English,1000+,Product,Middle,0,0,25,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,65000.0,5.0 - 6.0,0
Female,Berlin,English,101-1000,Product,Senior,0,Other,Other,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,75000.0,7.0 - 8.0,3
Male,Cologne,English,up to 10,Consulting / Agency,Senior,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,60000.0,7.0 - 8.0,0
Male,Munich,English,1000+,Product,Senior,0,PHP,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,80000.0,nan,1
Male,Munich,English,1000+,Product,Senior,0,Other,30,Unlimited contract,0,0,Swift,Full-time employee,25.0 - 30.0,0.0 - 36.0,70000.0,4.0 - 5.0,3
Female,Other,English and German,51-100,Product,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,49000.0,9.0 - 10.0,6
Male,Berlin,English,11-50,Startup,Senior,0,Java,28,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,75000.0,5.0 - 6.0,3
Female,Munich,English,1000+,Product,Junior,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,70000.0,2.0 - 3.0,3
Male,Berlin,English,101-1000,Product,Middle,0,Swift,28,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,63000.0,5.0 - 6.0,0
Male,Berlin,English,11-50,Startup,Senior,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,60000.0,8.0 - 9.0,0
Male,Munich,English,51-100,Product,Senior,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,75000.0,5.0 - 6.0,3
Male,Berlin,English,101-1000,Startup,Senior,0,Other,Other,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,7.0 - 8.0,3
Male,Munich,English,101-1000,Product,Senior,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,62000.0,nan,0
Male,Berlin,English,101-1000,Startup,Lead,0,Python,0,Unlimited contract,0,0,"Python, SQL",Full-time employee,25.0 - 30.0,0.0 - 36.0,78000.0,9.0 - 10.0,1
Male,Munich,English,101-1000,Product,Senior,0,Java,Other,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,75000.0,4.0 - 5.0,3
Male,Berlin,English,11-50,Product,Middle,0,Other,Other,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,54000.0,6.0 - 7.0,4
Male,Berlin,German,101-1000,Product,Middle,0,0,30,Unlimited contract,0,0,0,Full-time employee,35.0 - 40.0,0.0 - 36.0,62000.0,5.0 - 6.0,0
Male,Munich,English,101-1000,Product,Senior,0,Java,Other,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,80000.0,nan,1
Male,Berlin,English,101-1000,Startup,Senior,0,Java,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,75000.0,9.0 - 10.0,3
Male,Berlin,English,101-1000,Product,Senior,0,Ruby,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,75000.0,5.0 - 6.0,3
Male,Berlin,English,1000+,Product,Senior,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,nan,3
Male,Berlin,English,51-100,Product,Senior,0,0,25,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,9.0 - 10.0,3
Male,Berlin,English,101-1000,Startup,Middle,0,0,27,Temporary contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,44000.0,nan,6
Male,Hamburg,English,101-1000,Product,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,80000.0,6.0 - 7.0,1
Male,Other,German,1000+,Product,Junior,0,Python,26,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,48000.0,4.0 - 5.0,6
Male,Berlin,English,101-1000,Product,Middle,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,50000.0,3.0 - 4.0,6
Female,Munich,English,1000+,Product,Senior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,68000.0,6.0 - 7.0,3
Male,Frankfurt,German,51-100,Consulting / Agency,Senior,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,66000.0,nan,0
Male,Berlin,English,51-100,Product,Middle,0,0,27,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,51000.0,2.0 - 3.0,6
Male,Berlin,English,11-50,Startup,Middle,0,Python,Other,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,60000.0,3.0 - 4.0,0
Female,Other,English,1000+,Product,Middle,0,0,30,Unlimited contract,0,0,Python,Full-time employee,35.0 - 40.0,0.0 - 36.0,62000.0,nan,0
Male,Berlin,English,51-100,Product,Junior,0,Java,28,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,60000.0,7.0 - 8.0,0
Male,Munich,English,101-1000,Product,Senior,0,Java,30,Unlimited contract,0,0,"AWS, Docker",Full-time employee,30.0 - 35.0,0.0 - 36.0,75000.0,9.0 - 10.0,3
Male,Cologne,English,101-1000,Product,Senior,0,PHP,26,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,55000.0,nan,4
Male,Munich,English,51-100,Product,Senior,0,Other,28,Unlimited contract,0,0,Javascript / Typescript,Full-time employee,25.0 - 30.0,0.0 - 36.0,60000.0,3.0 - 4.0,0
Male,Berlin,English,1000+,Consulting / Agency,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,67000.0,6.0 - 7.0,0
Male,Other,English,101-1000,Consulting / Agency,Senior,0,0,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,77500.0,nan,1
Female,Munich,English,101-1000,Product,Middle,0,PHP,28,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,60000.0,4.0 - 5.0,0
Male,Frankfurt,English,101-1000,Product,Senior,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,9.0 - 10.0,3
Male,Berlin,English,51-100,Startup,Senior,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,71060.0,9.0 - 10.0,3
Female,Berlin,English,101-1000,Startup,Middle,0,Java,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,60000.0,5.0 - 6.0,0
Male,Other,English,51-100,Startup,Middle,0,Other,0,0,0,0,"Kotlin, Java / Scala",0,25.0 - 30.0,0.0 - 36.0,28000.0,3.0 - 4.0,2
Male,Munich,English,101-1000,Consulting / Agency,Senior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,70000.0,5.0 - 6.0,3
Male,Munich,English,101-1000,Product,Senior,0,0,30,Unlimited contract,0,0,0,Full-time employee,45.0 - 50.0,0.0 - 36.0,82000.0,3.0 - 4.0,1
Male,Berlin,English,1000+,Product,Senior,0,Python,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,90000.0,8.0 - 9.0,7
Male,Berlin,English,11-50,Consulting / Agency,Lead,0,Swift,28,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,70800.0,4.0 - 5.0,3
Male,Berlin,English,11-50,Startup,Middle,0,PHP,Other,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,55000.0,7.0 - 8.0,4
Male,Munich,German,101-1000,Product,Senior,0,Java,28,Unlimited contract,0,0,SQL,Full-time employee,45.0 - 50.0,0.0 - 36.0,70000.0,nan,3
Male,Berlin,English,101-1000,Product,Middle,0,Java,30,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,4.0 - 5.0,3
Male,Berlin,English,51-100,Startup,Middle,0,Python,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,62000.0,9.0 - 10.0,0
Male,Berlin,English,1000+,Product,Lead,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,95000.0,nan,7
Female,Berlin,English,11-50,Startup,Senior,0,Other,Other,Unlimited contract,0,0,Python,Full-time employee,30.0 - 35.0,0.0 - 36.0,50000.0,7.0 - 8.0,6
Male,Berlin,English,101-1000,Product,Lead,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,80000.0,nan,1
Male,Berlin,English,51-100,Product,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,45.0 - 50.0,0.0 - 36.0,80000.0,nan,1
Male,Munich,English,1000+,Product,Senior,0,Kotlin,30,Unlimited contract,0,0,"Kotlin, Java / Scala",Full-time employee,25.0 - 30.0,0.0 - 36.0,66000.0,7.0 - 8.0,0
Male,Other,English,1000+,Other,Manager,0,Python,0,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,89200.0,nan,7
Male,Berlin,English,101-1000,Product,Senior,0,Other,0,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,90000.0,9.0 - 10.0,7
Male,Munich,German,1000+,Product,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,45.0 - 50.0,0.0 - 36.0,88000.0,nan,7
Male,Berlin,English,101-1000,Product,Senior,0,Kotlin,30,Unlimited contract,0,0,"Kotlin, Java / Scala",Full-time employee,25.0 - 30.0,0.0 - 36.0,70000.0,5.0 - 6.0,3
Male,Other,English,11-50,Product,Senior,0,Other,30,Temporary contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,45000.0,9.0 - 10.0,6
Male,Munich,English,11-50,Startup,Lead,0,Other,Other,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,85000.0,nan,1
Female,Berlin,German,101-1000,Product,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,50000.0,4.0 - 5.0,6
Male,Berlin,English and German,up to 10,Product,Middle,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,42000.0,6.0 - 7.0,6
Male,Munich,English,1000+,Product,Senior,0,0,30,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,77000.0,nan,1
Male,Frankfurt,English,1000+,Product,Work Center Manager,0,Other,30,Unlimited contract,0,0,0,Full-time employee,35.0 - 40.0,0.0 - 36.0,77000.0,5.0 - 6.0,1
Male,Munich,English,11-50,Product,Senior,0,Java,26,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,8.0 - 9.0,3
Male,Berlin,English,1000+,Product,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,70000.0,7.0 - 8.0,3
Male,Other,German,101-1000,Product,Middle,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,63000.0,8.0 - 9.0,0
Male,Berlin,English,11-50,Product,Lead,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,96000.0,9.0 - 10.0,7
Male,Berlin,English,101-1000,Startup,Senior,0,Python,30,Unlimited contract,0,0,Javascript / Typescript,Full-time employee,25.0 - 30.0,0.0 - 36.0,64000.0,6.0 - 7.0,0
Female,Berlin,English,51-100,Consulting / Agency,Senior,0,0,30,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,60000.0,9.0 - 10.0,0
Female,Munich,English,1000+,Product,Senior,0,Swift,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,65000.0,9.0 - 10.0,0
Male,Berlin,English,1000+,Other,Middle,0,Java,28,Unlimited contract,0,0,0,Full-time employee,20.0 - 25.0,0.0 - 36.0,61500.0,5.0 - 6.0,0
Male,Berlin,English,101-1000,Product,Middle,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,63000.0,4.0 - 5.0,0
Female,Munich,English,1000+,Product,Middle,0,Other,30,Unlimited contract,0,0,0,Full-time employee,20.0 - 25.0,0.0 - 36.0,62000.0,2.0 - 3.0,0
Male,Munich,English,11-50,Product,Lead,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,95000.0,nan,7
Male,Munich,English,11-50,Startup,Senior,0,0,28,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,60000.0,nan,0
Male,Berlin,English,1000+,Product,Middle,0,Java,30,Unlimited contract,0,0,"AWS, Docker",Full-time employee,25.0 - 30.0,0.0 - 36.0,65000.0,4.0 - 5.0,0
Male,Berlin,English,11-50,Startup,Senior,0,Swift,28,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,58000.0,2.0 - 3.0,4
Male,Berlin,English,101-1000,Product,Middle,0,Python,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,65000.0,4.0 - 5.0,0
Female,Berlin,English,11-50,Product,Lead,0,Java,30,Unlimited contract,0,0,Kotlin,Full-time employee,35.0 - 40.0,0.0 - 36.0,69000.0,nan,3
Male,Berlin,English,1000+,Product,Middle,0,Java,30,Unlimited contract,0,0,"AWS, Docker",Full-time employee,25.0 - 30.0,0.0 - 36.0,65000.0,4.0 - 5.0,0
Male,Berlin,English,101-1000,Product,Lead,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,40.0 - 45.0,0.0 - 36.0,77000.0,9.0 - 10.0,1
Male,Berlin,English,51-100,Product,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,74000.0,5.0 - 6.0,3
Male,Berlin,English,1000+,Product,Lead,0,Other,26,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,95000.0,6.0 - 7.0,7
Male,Stuttgart,German,1000+,Consulting / Agency,Senior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,67000.0,8.0 - 9.0,0
Male,Other,English,101-1000,Product,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,nan,3
Male,Berlin,English,1000+,Product,Middle,0,PHP,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,56000.0,9.0 - 10.0,4
Male,Other,English,11-50,Product,Junior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,48000.0,0.0 - 1.0,6
Male,Stuttgart,German,101-1000,Consulting / Agency,Middle,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,60000.0,3.0 - 4.0,0
Male,Berlin,English,101-1000,Product,Senior,0,Kotlin,26,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,65000.0,7.0 - 8.0,0
Male,Düsseldorf,English,1000+,Consulting / Agency,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,62000.0,nan,0
Male,Munich,English,1000+,Consulting / Agency,Middle,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,58000.0,2.0 - 3.0,4
Female,Stuttgart,English,11-50,Consulting / Agency,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,55200.0,1.0 - 2.0,4
Male,Other,German,1000+,Product,Senior,0,Other,30,Temporary contract,0,0,Other,Full-time employee,nan,0.0 - 36.0,75000.0,8.0 - 9.0,3
Male,Munich,English,1000+,Product,Middle,0,Python,30,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,65000.0,0.0 - 1.0,0
Male,Stuttgart,English,1000+,Other,Senior,0,Other,30,Unlimited contract,0,0,Python,Full-time employee,25.0 - 30.0,0.0 - 36.0,67200.0,7.0 - 8.0,0
Male,Berlin,English,101-1000,Product,Senior,0,Ruby,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,72000.0,2.0 - 3.0,3
Female,Berlin,English,101-1000,Product,Senior,0,.NET,27,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,65000.0,5.0 - 6.0,0
Female,Stuttgart,German,1000+,Product,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,73000.0,3.0 - 4.0,3
Male,Munich,English,1000+,Product,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,92500.0,8.0 - 9.0,7
Female,Stuttgart,English,101-1000,Product,Middle,0,Other,26,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,54000.0,5.0 - 6.0,4
Male,Munich,German,101-1000,Consulting / Agency,Junior,0,Python,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,58000.0,0.0 - 1.0,4
Female,Frankfurt,German,1000+,Other,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,70000.0,5.0 - 6.0,3
Male,Berlin,English,101-1000,Product,Senior,0,Other,26,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,72000.0,nan,3
Male,Berlin,English,11-50,Consulting / Agency,Head,0,Python,30,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,90000.0,nan,7
Male,Munich,English,1000+,Other,Senior,0,Other,30,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,61200.0,8.0 - 9.0,0
Male,Stuttgart,German,1000+,Product,Senior,0,0,30,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,80000.0,nan,1
Male,Berlin,English,1000+,Product,Senior,0,Other,28,Unlimited contract,0,0,Python,Full-time employee,30.0 - 35.0,0.0 - 36.0,77000.0,9.0 - 10.0,1
Male,Düsseldorf,German,1000+,Consulting / Agency,Junior,0,Python,30,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,45000.0,0.0 - 1.0,6
Male,Munich,German,1000+,Product,Middle,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,56000.0,4.0 - 5.0,4
Female,Berlin,English,101-1000,Startup,Middle,0,0,27,Temporary contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,32000.0,nan,2
Male,Munich,English,1000+,Product,Senior,0,Java,30,Unlimited contract,0,0,SQL,Full-time employee,25.0 - 30.0,0.0 - 36.0,95000.0,7.0 - 8.0,7
Male,Other,German,up to 10,Startup,Junior,0,Other,28,Temporary contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,37500.0,0.0 - 1.0,2
Male,Berlin,English,1000+,Product,Middle,0,Swift,Other,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,67000.0,9.0 - 10.0,0
Male,Berlin,English,101-1000,Product,Senior,0,Python,0,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,81000.0,8.0 - 9.0,1
Male,Berlin,English,up to 10,Startup,Senior,0,Other,0,Unlimited contract,0,0,Other,Founder,35.0 - 40.0,0.0 - 36.0,35000.0,nan,2
Male,Munich,English,101-1000,Startup,Middle,0,0,28,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,72000.0,6.0 - 7.0,3
Male,Other,English,101-1000,Product,Junior,0,PHP,27,Unlimited contract,0,0,Javascript / Typescript,Full-time employee,25.0 - 30.0,0.0 - 36.0,42000.0,3.0 - 4.0,6
Male,Munich,English,101-1000,Startup,Head,0,Other,Other,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,95000.0,nan,7
Male,Berlin,English,101-1000,0,Senior,0,PHP,26,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,67000.0,nan,0
Male,Berlin,English,101-1000,Product,Middle,0,Java,28,Unlimited contract,0,0,Kotlin,Full-time employee,40.0 - 45.0,0.0 - 36.0,64000.0,4.0 - 5.0,0
Female,Stuttgart,English,1000+,Product,Junior,0,Java,30,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,52000.0,1.0 - 2.0,4
Male,Other,English,101-1000,Consulting / Agency,Senior,0,Other,Other,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,60000.0,nan,0
Male,Berlin,English,1000+,Product,Senior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,85000.0,8.0 - 9.0,1
Male,Berlin,English,1000+,Other,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,84000.0,nan,1
Male,Other,English,51-100,Startup,Middle,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,49000.0,5.0 - 6.0,6
Female,Berlin,English,101-1000,Startup,Middle,0,Java,Other,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,57000.0,8.0 - 9.0,4
Male,Munich,German,101-1000,Other,Senior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,70000.0,nan,3
Male,Munich,English,101-1000,Product,Middle,0,Other,26,Unlimited contract,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,57000.0,4.0 - 5.0,4
Male,Berlin,English,11-50,Product,Senior,0,Other,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,72000.0,6.0 - 7.0,3
Male,Frankfurt,English,up to 10,Startup,Senior,0,.NET,0,Unlimited contract,0,0,Other,Self-employed (freelancer),30.0 - 35.0,0.0 - 36.0,26400.0,9.0 - 10.0,5
Male,Berlin,0,0,0,Senior,0,Other,0,0,0,0,0,Full-time employee,25.0 - 30.0,0.0 - 36.0,68000.0,7.0 - 8.0,3
Female,Munich,English,101-1000,Product,Senior,0,0,30,Unlimited contract,0,0,0,Full-time employee,30.0 - 35.0,0.0 - 36.0,58000.0,5.0 - 6.0,4
Male,Munich,English,51-100,Consulting / Agency,Lead,0,Python,30,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,92000.0,9.0 - 10.0,7
Female,Frankfurt,English,11-50,Product,Senior,0,Other,28,Unlimited contract,0,0,0,Full-time employee,40.0 - 45.0,0.0 - 36.0,55000.0,5.0 - 6.0,4
Male,Hamburg,English,51-100,Product,Senior,0,Java,30,Unlimited contract,0,0,Other,Full-time employee,35.0 - 40.0,0.0 - 36.0,73000.0,nan,3
Male,Berlin,English,101-1000,Startup,Senior,0,0,28,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,62000.0,8.0 - 9.0,0
Male,Berlin,English,11-50,Startup,Senior,0,Kotlin,30,Unlimited contract,0,0,Other,Full-time employee,25.0 - 30.0,0.0 - 36.0,55000.0,nan,4
Male,Berlin,English,101-1000,Product,Lead,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,90000.0,8.0 - 9.0,7
Male,Berlin,English,1000+,Product,Senior,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,85000.0,9.0 - 10.0,1
Male,Berlin,German,1000+,Other,Middle,0,Other,28,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,5.0 - 6.0,3
Male,Stuttgart,English,11-50,Startup,Senior,0,PHP,26,Unlimited contract,0,0,Other,Full-time employee,20.0 - 25.0,0.0 - 36.0,60000.0,6.0 - 7.0,0
Male,Berlin,English,51-100,Product,Senior,0,Other,25,Unlimited contract,0,0,Other,Full-time employee,30.0 - 35.0,0.0 - 36.0,66800.0,nan,0
Male,Munich,English,101-1000,Product,Senior,0,Java,27,Unlimited contract,0,0,SQL,Full-time employee,30.0 - 35.0,0.0 - 36.0,70000.0,9.0 - 10.0,3
