Gender,City,Main language at work,Company size,Company type,Seniority level,Position (without seniority),Your main technology / programming language,Number of vacation days,Сontract duration,Company business sector,Position,Other technologies/programming languages you use often,Employment status,Age,Number of home office days per month,Yearly salary,Years of experience total,cluster
Male,Berlin,English,100-1000,Product,Senior,Backend Developer,Java,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,80000.0,6.0 - 7.0,1
Male,Berlin,English,1000+,Product,Senior,Other,Other,28.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,91000.0,7.0 - 8.0,7
Male,Berlin,English,50-100,Product,Senior,DevOps,Other,28.0,unlimited,Finance / Insurance,0,0,0,25.0 - 30.0,0.0 - 36.0,70000.0,5.0 - 6.0,3
Male,Berlin,English,1000+,Product,Senior,Data Engineer,Python,28.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,77000.0,4.0 - 5.0,1
Male,Other,French,100-1000,Product,Middle,Data Scientist,Python,Other,unlimited,Manufacture,0,0,0,0.0 - 5.0,0.0 - 36.0,56000.0,2.0 - 3.0,4
Male,Stuttgart,Deutsch,1000+,Product,Senior,Frontend Developer,Javascript / Typescript,30.0,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,69000.0,nan,3
Male,Berlin,English,100-1000,Product,Senior,Frontend Developer,Javascript / Typescript,25.0,unlimited,Finance / Insurance,0,0,0,20.0 - 25.0,0.0 - 36.0,60000.0,4.0 - 5.0,0
Female,Munich,English,50-100,Startup,Senior,Other,Python,Other,unlimited,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,75000.0,8.0 - 9.0,3
Female,Berlin,Deutsch,100-1000,Product,Middle,Data Scientist,Python,30.0,unlimited,Finance / Insurance,0,0,0,25.0 - 30.0,0.0 - 36.0,57000.0,2.0 - 3.0,4
Male,Frankfurt,English,1000+,Product,Middle,Data Scientist,Python,28.0,unlimited,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,50000.0,2.0 - 3.0,6
Female,Berlin,English,10-50,Startup,Senior,Data Scientist,Python,Other,unlimited,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,71000.0,4.0 - 5.0,3
Male,Berlin,English,1000+,Bodyshop / Outsource,Senior,Manager,Not Relevant,30.0,unlimited,0,0,0,0,30.0 - 35.0,0.0 - 36.0,66000.0,9.0 - 10.0,0
Male,Berlin,English,100-1000,Startup,Senior,Data Engineer,Other,Other,unlimited,IT,0,0,0,35.0 - 40.0,0.0 - 36.0,63000.0,2.0 - 3.0,0
Female,Berlin,English,100-1000,Consulting / Agency,Senior,QA,Not Relevant,28.0,unlimited,0,0,0,0,0.0 - 5.0,0.0 - 36.0,72500.0,nan,3
Male,Berlin,English,100-1000,Product,Senior,Data Scientist,Other,27.0,unlimited,Finance / Insurance,0,0,0,30.0 - 35.0,0.0 - 36.0,67000.0,3.0 - 4.0,0
Male,Munich,English,100-1000,Product,Senior,Data Scientist,Python,28.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,90000.0,6.0 - 7.0,7
Male,Munich,English,1000+,Product,Senior,Backend Developer,PHP,Other,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,80000.0,9.0 - 10.0,1
Female,Munich,English,50-100,Startup,Middle,Fullstack Developer,Python,25.0,unlimited,Tourism,0,0,0,30.0 - 35.0,0.0 - 36.0,70000.0,4.0 - 5.0,3
Male,Berlin,Deutsch,50-100,Product,Senior,Mobile Developer,Kotlin,Other,unlimited,IT,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,7.0 - 8.0,0
Male,Frankfurt,Deutsch,1000+,Consulting / Agency,Senior,Data Scientist,Other,28.0,unlimited,Finance / Insurance,0,0,0,25.0 - 30.0,0.0 - 36.0,61800.0,0.0 - 1.0,0
Male,Berlin,English,100-1000,Product,Middle,Frontend Developer,Javascript / Typescript,27.0,more than 1 year,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,50000.0,2.0 - 3.0,6
Male,Berlin,English,100-1000,Product,Middle,QA,Not Relevant,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,58000.0,3.0 - 4.0,4
Male,Berlin,Deutsch,100-1000,Product,Middle,Frontend Developer,Javascript / Typescript,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,60000.0,4.0 - 5.0,0
Male,Berlin,English,10-50,Startup,Senior,Frontend Developer,Javascript / Typescript,25.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,70000.0,nan,3
Male,Munich,English,100-1000,Consulting / Agency,Senior,Other,0,30.0,unlimited,IT,0,0,0,30.0 - 35.0,0.0 - 36.0,68000.0,nan,3
Female,Berlin,English,100-1000,Startup,Middle,Data Scientist,Python,30.0,unlimited,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,50000.0,0.0 - 1.0,6
Female,Berlin,English,100-1000,Product,Senior,QA,Python,Other,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,42000.0,7.0 - 8.0,6
Male,Moscow,Russian,1000+,Product,Middle,Frontend Developer,Javascript / Typescript,Other,unlimited,Other,0,0,0,20.0 - 25.0,0.0 - 36.0,24000.0,2.0 - 3.0,5
Female,Düsseldorf,English,1000+,Product,Junior,Data Scientist,Python,30.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,60000.0,0.0 - 1.0,0
Male,Hamburg,Deutsch,10-50,Consulting / Agency,Lead,Other,Python,30.0,unlimited,IT,0,0,0,35.0 - 40.0,0.0 - 36.0,85000.0,4.0 - 5.0,1
Male,Munich,English,100-1000,Product,Middle,DevOps,Other,30.0,unlimited,Tourism,0,0,0,40.0 - 45.0,0.0 - 36.0,63000.0,6.0 - 7.0,0
Male,Berlin,English,1000+,Product,Middle,Backend Developer,Java,28.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,53900.0,1.0 - 2.0,4
Male,Munich,English,100-1000,Product,Senior,Backend Developer,Other,27.0,unlimited,Finance / Insurance,0,0,0,35.0 - 40.0,0.0 - 36.0,72000.0,nan,3
Male,Hamburg,English,100-1000,Product,Senior,Backend Developer,Java,Other,unlimited,Сommerce,0,0,0,35.0 - 40.0,0.0 - 36.0,72000.0,nan,3
Male,Munich,English,1000+,Product,Senior,Backend Developer,Java,30.0,unlimited,IT,0,0,0,30.0 - 35.0,0.0 - 36.0,73000.0,nan,3
Female,Stuttgart,Deutsch,100-1000,Product,Senior,Other,Not Relevant,0,0,Manufacture,0,0,0,0.0 - 5.0,0.0 - 36.0,96000.0,6.0 - 7.0,7
Male,Berlin,English,100-1000,Product,Senior,Backend Developer,Ruby,25.0,unlimited,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,75000.0,nan,3
Male,Berlin,English,100-1000,Product,Senior,Backend Developer,Java,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,70000.0,5.0 - 6.0,3
Female,Berlin,Deutsch,10-50,Consulting / Agency,Junior,Data Scientist,Other,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,50000.0,0.0 - 1.0,6
Male,Berlin,English,1000+,Product,Lead,Other,Not Relevant,28.0,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,83000.0,9.0 - 10.0,1
Male,Munich,English,0,Product,Middle,Backend Developer,Java,0,unlimited,0,0,0,0,25.0 - 30.0,0.0 - 36.0,56000.0,2.0 - 3.0,4
Female,Hamburg,English,100-1000,Product,Senior,QA,Not Relevant,30.0,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,nan,0
Female,Berlin,English,100-1000,Startup,Middle,Data Scientist,Python,Other,more than 1 year,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,62000.0,1.0 - 2.0,0
Male,Berlin,English,100-1000,Product,Senior,Fullstack Developer,Java,27.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,60000.0,7.0 - 8.0,0
Male,Berlin,English,50-100,Consulting / Agency,Senior,Mobile Developer,Kotlin,30.0,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,78000.0,9.0 - 10.0,1
Male,Berlin,English,100-1000,Product,Senior,Backend Developer,Other,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,75000.0,3.0 - 4.0,3
Male,Other,Deutsch,100-1000,Product,Senior,Mobile Developer,Kotlin,Other,unlimited,Finance / Insurance,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,7.0 - 8.0,0
Male,Berlin,English,50-100,Product,Senior,Fullstack Developer,Javascript / Typescript,Other,more than 1 year,Tourism,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,8.0 - 9.0,0
Male,Munich,English,1000+,Product,Senior,QA,Java,30.0,unlimited,IT,0,0,0,25.0 - 30.0,0.0 - 36.0,68000.0,8.0 - 9.0,3
Male,Other,Russian,100-1000,0,Senior,Frontend Developer,Javascript / Typescript,0,0,Finance / Insurance,0,0,0,0.0 - 5.0,0.0 - 36.0,70000.0,7.0 - 8.0,3
Male,Berlin,English,1000+,Product,Senior,QA,Python,Other,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,52000.0,nan,4
Male,Berlin,English,50-100,Product,Senior,Data Engineer,Python,27.0,unlimited,Software Development,0,0,0,35.0 - 40.0,0.0 - 36.0,68000.0,nan,3
Male,Hamburg,English,100-1000,Startup,Senior,Mobile Developer,.NET,25.0,unlimited,Other,0,0,0,0.0 - 5.0,0.0 - 36.0,80000.0,9.0 - 10.0,1
Female,Berlin,English,1000+,Product,Senior,Manager,Not Relevant,28.0,0,Сommerce,0,0,0,0.0 - 5.0,0.0 - 36.0,90000.0,6.0 - 7.0,7
Male,Munich,English,1000+,Product,Senior,Fullstack Developer,Not Relevant,30.0,unlimited,Health,0,0,0,25.0 - 30.0,0.0 - 36.0,63000.0,2.0 - 3.0,0
Male,Berlin,English,100-1000,Product,Lead,Frontend Developer,Javascript / Typescript,30.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,82000.0,7.0 - 8.0,1
Male,Munich,English,1000+,Product,Middle,Fullstack Developer,Javascript / Typescript,25.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,50000.0,4.0 - 5.0,6
Male,Berlin,English,100-1000,Consulting / Agency,Middle,Backend Developer,Java,25.0,unlimited,Сommerce,0,0,0,35.0 - 40.0,0.0 - 36.0,64800.0,8.0 - 9.0,0
Female,Berlin,English,10-50,Product,Senior,Backend Developer,Ruby,28.0,unlimited,Finance / Insurance,0,0,0,25.0 - 30.0,0.0 - 36.0,55000.0,5.0 - 6.0,4
Female,Berlin,English,1000+,Product,Middle,Other,Other,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,66000.0,6.0 - 7.0,0
Male,Other,Deutsch,100-1000,Product,Senior,Other,Other,0,unlimited,Manufacture,0,0,0,35.0 - 40.0,0.0 - 36.0,55000.0,7.0 - 8.0,4
Female,Berlin,English,1000+,Product,Middle,Other,Other,Other,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,70000.0,5.0 - 6.0,3
Male,Other,Italian,10-50,Product,Middle,Fullstack Developer,.NET,0,unlimited,Manufacture,0,0,0,35.0 - 40.0,0.0 - 36.0,84000.0,2.0 - 3.0,1
Male,Berlin,Deutsch,100-1000,Consulting / Agency,Middle,Fullstack Developer,Java,30.0,unlimited,0,0,0,0,25.0 - 30.0,0.0 - 36.0,51072.0,1.0 - 2.0,6
Male,Berlin,English,1000+,Product,Senior,Backend Developer,Python,30.0,0,Transport,0,0,0,0.0 - 5.0,0.0 - 36.0,80000.0,7.0 - 8.0,1
Male,Berlin,English,50-100,Startup,Senior,Backend Developer,Other,25.0,1 year,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,86000.0,nan,1
Male,Berlin,English,10-50,Startup,Head,Other,Python,Other,unlimited,0,0,0,0,25.0 - 30.0,0.0 - 36.0,24000.0,5.0 - 6.0,5
Female,Stuttgart,Deutsch,100-1000,Product,Senior,Other,Other,Other,unlimited,Manufacture,0,0,0,35.0 - 40.0,0.0 - 36.0,82000.0,nan,1
Female,Berlin,English,100-1000,Startup,Senior,Backend Developer,PHP,27.0,unlimited,0,0,0,0,30.0 - 35.0,0.0 - 36.0,64000.0,nan,0
Male,Munich,English,100-1000,Product,Senior,Other,Other,30.0,unlimited,Software Development,0,0,0,25.0 - 30.0,0.0 - 36.0,74000.0,3.0 - 4.0,3
Female,Berlin,English,100-1000,Consulting / Agency,Middle,Data Scientist,Python,30.0,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,59000.0,0.0 - 1.0,4
Male,Cologne,Deutsch,10-50,Consulting / Agency,Middle,QA,Not Relevant,30.0,unlimited,Software Development,0,0,0,35.0 - 40.0,0.0 - 36.0,53000.0,3.0 - 4.0,4
Male,Berlin,English,10-50,Product,Senior,Frontend Developer,Javascript / Typescript,25.0,unlimited,Tourism,0,0,0,25.0 - 30.0,0.0 - 36.0,75000.0,6.0 - 7.0,3
Male,Berlin,English,1000+,Product,Middle,Other,Not Relevant,27.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,5.0 - 6.0,0
Male,Berlin,English,1000+,Product,Senior,Manager,.NET,Other,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,85000.0,8.0 - 9.0,1
Male,Frankfurt,Deutsch,1000+,Product,Middle,Data Scientist,Other,30.0,unlimited,Transport,0,0,0,0.0 - 5.0,0.0 - 36.0,67000.0,6.0 - 7.0,0
Female,Berlin,Deutsch,10-50,Startup,Junior,Data Scientist,Python,25.0,1 year,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,45600.0,0.0 - 1.0,6
Female,Berlin,English,1000+,Product,Middle,Other,Other,30.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,66340.0,6.0 - 7.0,0
Male,Moscow,Russian,100-1000,Product,Middle,Other,Python,28.0,unlimited,Other,0,0,0,20.0 - 25.0,0.0 - 36.0,30000.0,1.0 - 2.0,2
Male,Berlin,Deutsch,100-1000,Product,Senior,Data Scientist,Python,30.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,95000.0,4.0 - 5.0,7
Male,Frankfurt,English,50-100,Startup,Middle,Data Engineer,Not Relevant,30.0,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,68000.0,9.0 - 10.0,3
Female,Berlin,English,1000+,Product,Middle,Manager,Python,30.0,unlimited,Software Development,0,0,0,0.0 - 5.0,0.0 - 36.0,89000.0,5.0 - 6.0,7
Male,Berlin,English,100-1000,Startup,Middle,Data Engineer,Python,Other,unlimited,Finance / Insurance,0,0,0,25.0 - 30.0,0.0 - 36.0,48000.0,2.0 - 3.0,6
Female,Hamburg,English,100-1000,Product,Middle,Other,Python,28.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,60000.0,3.0 - 4.0,0
Male,Cologne,English,10-50,Startup,Middle,Data Scientist,Python,25.0,more than 1 year,0,0,0,0,30.0 - 35.0,0.0 - 36.0,50000.0,2.0 - 3.0,6
Male,Stuttgart,English,100-1000,Product,Senior,Backend Developer,PHP,30.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,60600.0,5.0 - 6.0,0
Male,Berlin,English,100-1000,Product,Senior,Backend Developer,Java,28.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,84000.0,9.0 - 10.0,1
Male,Berlin,English,50-100,Startup,Senior,Backend Developer,Python,30.0,unlimited,0,0,0,0,25.0 - 30.0,0.0 - 36.0,87000.0,6.0 - 7.0,7
Male,Munich,English,100-1000,Product,Lead,Fullstack Developer,Other,30.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,90000.0,7.0 - 8.0,7
Male,Berlin,English,100-1000,0,Senior,Data Engineer,Other,0,unlimited,Сommerce,0,0,0,0.0 - 5.0,0.0 - 36.0,75000.0,7.0 - 8.0,3
Male,Berlin,Deutsch,50-100,Consulting / Agency,Junior,Frontend Developer,Javascript / Typescript,Other,unlimited,Scientific Activities,0,0,0,30.0 - 35.0,0.0 - 36.0,48000.0,2.0 - 3.0,6
Male,Berlin,Deutsch,100-1000,Product,Middle,QA,0,30.0,more than 1 year,0,0,0,0,35.0 - 40.0,0.0 - 36.0,50000.0,5.0 - 6.0,6
Male,Berlin,English,1000+,Product,Senior,DevOps,PHP,28.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,75000.0,9.0 - 10.0,3
Male,Cologne,English,1000+,Product,Middle,Data Scientist,Other,30.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,73000.0,4.0 - 5.0,3
Male,Cologne,English,1000+,0,Middle,Manager,Not Relevant,30.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,52000.0,3.0 - 4.0,4
Female,Berlin,Deutsch,50-100,Product,Junior,Other,Java,30.0,more than 1 year,Scientific Activities,0,0,0,30.0 - 35.0,0.0 - 36.0,45000.0,1.0 - 2.0,6
Female,Berlin,English,10-50,Startup,Junior,Data Scientist,Python,28.0,unlimited,Finance / Insurance,0,0,0,30.0 - 35.0,0.0 - 36.0,45000.0,0.0 - 1.0,6
Male,Berlin,English,10-50,Startup,Senior,Frontend Developer,Javascript / Typescript,Other,unlimited,0,0,0,0,30.0 - 35.0,0.0 - 36.0,70000.0,7.0 - 8.0,3
Male,Berlin,English,1000+,Product,Senior,Frontend Developer,Javascript / Typescript,30.0,unlimited,Manufacture,0,0,0,35.0 - 40.0,0.0 - 36.0,75000.0,9.0 - 10.0,3
Male,Moscow,English,100-1000,Consulting / Agency,Middle,Data Scientist,Python,28.0,1 year,Scientific Activities,0,0,0,20.0 - 25.0,0.0 - 36.0,28300.0,3.0 - 4.0,2
Male,Berlin,English,100-1000,Startup,Middle,Data Scientist,Other,Other,unlimited,Tourism,0,0,0,30.0 - 35.0,0.0 - 36.0,77000.0,2.0 - 3.0,1
Male,Berlin,English,10-50,Consulting / Agency,Middle,Backend Developer,Other,30.0,unlimited,Software Development,0,0,0,25.0 - 30.0,0.0 - 36.0,51600.0,3.0 - 4.0,4
Female,Other,Deutsch,100-1000,Bodyshop / Outsource,Senior,Other,Other,Other,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,56000.0,4.0 - 5.0,4
Male,Berlin,English,100-1000,Startup,Middle,Other,Not Relevant,27.0,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,3.0 - 4.0,0
Female,Hamburg,English,10-50,Startup,Junior,Data Scientist,Other,27.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,50000.0,0.0 - 1.0,6
Male,Munich,English,1000+,Product,Senior,Other,Other,30.0,unlimited,Other,0,0,0,40.0 - 45.0,0.0 - 36.0,82000.0,nan,1
Male,Munich,Deutsch,1000+,Product,Middle,Data Scientist,Python,27.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,63000.0,1.0 - 2.0,0
Male,Berlin,English,50-100,Product,Middle,Fullstack Developer,Javascript / Typescript,Other,unlimited,Finance / Insurance,0,0,0,20.0 - 25.0,0.0 - 36.0,56000.0,2.0 - 3.0,4
Male,Berlin,Deutsch,10-50,Startup,Senior,Backend Developer,Javascript / Typescript,27.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,65000.0,7.0 - 8.0,0
Female,Berlin,English,100-1000,Product,Middle,Manager,Javascript / Typescript,0,unlimited,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,57000.0,2.0 - 3.0,4
Male,Berlin,English,50-100,Startup,Middle,Data Scientist,Python,28.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,51000.0,2.0 - 3.0,6
Male,Berlin,English,100-1000,Product,Senior,Backend Developer,Java,30.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,75000.0,nan,3
Male,Amsterdam,English,1000+,Product,Middle,Frontend Developer,Javascript / Typescript,27.0,unlimited,Transport,0,0,0,20.0 - 25.0,0.0 - 36.0,82000.0,4.0 - 5.0,1
Male,Amsterdam,English,10-50,Product,Senior,Data Engineer,Other,25.0,unlimited,Tourism,0,0,0,30.0 - 35.0,0.0 - 36.0,74400.0,9.0 - 10.0,3
Male,Amsterdam,English,1000+,Bodyshop / Outsource,Middle,DevOps,Other,Other,1 year,0,0,0,0,30.0 - 35.0,0.0 - 36.0,70000.0,1.0 - 2.0,3
Male,Amsterdam,English,100-1000,Product,Middle,Backend Developer,.NET,30.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,58000.0,4.0 - 5.0,4
Male,Amsterdam,English,10-50,Startup,Senior,Mobile Developer,Swift,25.0,unlimited,Finance / Insurance,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,nan,0
Male,Other,English,1000+,University,Middle,Data Scientist,Python,30.0,more than 1 year,Other,0,0,0,40.0 - 45.0,0.0 - 36.0,62500.0,2.0 - 3.0,0
Male,Amsterdam,English,100-1000,Product,Middle,Fullstack Developer,PHP,Other,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,69000.0,9.0 - 10.0,3
Male,Amsterdam,English,1000+,Product,Middle,Backend Developer,Java,Other,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,81000.0,8.0 - 9.0,1
Male,Amsterdam,English,1000+,Product,Senior,QA,Not Relevant,Other,0,Scientific Activities,0,0,0,30.0 - 35.0,0.0 - 36.0,65000.0,9.0 - 10.0,0
Male,Berlin,English,100-1000,Product,Middle,Backend Developer,Java,Other,unlimited,Transport,0,0,0,30.0 - 35.0,0.0 - 36.0,48000.0,2.0 - 3.0,6
Male,Berlin,English,1000+,0,Middle,Backend Developer,Java,Other,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,60000.0,6.0 - 7.0,0
Female,Amsterdam,English,1000+,Product,Middle,Backend Developer,Python,25.0,1 year,Other,0,0,0,20.0 - 25.0,0.0 - 36.0,60000.0,2.0 - 3.0,0
Male,Munich,English,up to 10,Startup,Senior,Fullstack Developer,PHP,28.0,unlimited,Health,0,0,0,30.0 - 35.0,0.0 - 36.0,54000.0,nan,4
Male,Amsterdam,English,1000+,Product,Middle,Frontend Developer,Javascript / Typescript,28.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,87500.0,9.0 - 10.0,7
Male,Other,English,1000+,Product,Senior,Manager,Not Relevant,25.0,unlimited,Health,0,0,0,30.0 - 35.0,0.0 - 36.0,76000.0,7.0 - 8.0,3
Male,Düsseldorf,English,1000+,Product,Middle,Data Scientist,Python,30.0,unlimited,Manufacture,0,0,0,35.0 - 40.0,0.0 - 36.0,78000.0,2.0 - 3.0,1
Male,Other,Russian,100-1000,Bodyshop / Outsource,Middle,Fullstack Developer,.NET,28.0,unlimited,Health,0,0,0,20.0 - 25.0,0.0 - 36.0,30000.0,3.0 - 4.0,2
Male,Amsterdam,English,50-100,Startup,Middle,DevOps,Python,28.0,1 year,0,0,0,0,25.0 - 30.0,0.0 - 36.0,62000.0,5.0 - 6.0,0
Male,Amsterdam,English,50-100,Product,Senior,Fullstack Developer,.NET,25.0,unlimited,Health,0,0,0,25.0 - 30.0,0.0 - 36.0,80000.0,7.0 - 8.0,1
Male,Berlin,English,50-100,Product,Junior,Data Scientist,Other,30.0,more than 1 year,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,48000.0,1.0 - 2.0,6
Male,Other,English,100-1000,Product,Senior,Backend Developer,Python,28.0,unlimited,Сommerce,0,0,0,0.0 - 5.0,0.0 - 36.0,53000.0,5.0 - 6.0,4
Male,Amsterdam,English,100-1000,Product,Senior,Backend Developer,Java,25.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,58500.0,8.0 - 9.0,4
Female,Amsterdam,English,1000+,Product,Senior,Backend Developer,.NET,Other,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,64000.0,nan,0
Female,Amsterdam,English,10-50,Startup,Middle,Backend Developer,Python,25.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,62000.0,6.0 - 7.0,0
Male,Amsterdam,English,1000+,Product,Senior,Frontend Developer,Javascript / Typescript,30.0,unlimited,Transport,0,0,0,25.0 - 30.0,0.0 - 36.0,70000.0,7.0 - 8.0,3
Male,Amsterdam,English,50-100,Product,Senior,Backend Developer,Python,25.0,unlimited,IT,0,0,0,30.0 - 35.0,0.0 - 36.0,72000.0,6.0 - 7.0,3
Male,Munich,English,100-1000,Startup,Middle,Other,Not Relevant,28.0,unlimited,0,0,0,0,30.0 - 35.0,0.0 - 36.0,72000.0,4.0 - 5.0,3
Male,Other,English,1000+,Bodyshop / Outsource,Senior,Frontend Developer,Javascript / Typescript,28.0,unlimited,0,0,0,0,30.0 - 35.0,0.0 - 36.0,62000.0,9.0 - 10.0,0
Male,Other,English,100-1000,Product,Senior,Backend Developer,Java,25.0,unlimited,Finance / Insurance,0,0,0,0.0 - 5.0,0.0 - 36.0,58000.0,5.0 - 6.0,4
Male,Amsterdam,English,10-50,Product,Senior,Backend Developer,Java,25.0,unlimited,Finance / Insurance,0,0,0,25.0 - 30.0,0.0 - 36.0,90000.0,nan,7
Male,Moscow,Russian,10-50,Startup,Senior,Mobile Developer,Kotlin,28.0,unlimited,Other,0,0,0,30.0 - 35.0,0.0 - 36.0,30000.0,nan,2
Male,Amsterdam,English,100-1000,Product,Middle,Backend Developer,Other,25.0,unlimited,Other,0,0,0,25.0 - 30.0,0.0 - 36.0,78000.0,3.0 - 4.0,1
Male,Amsterdam,English,100-1000,Product,Senior,Fullstack Developer,.NET,Other,unlimited,Finance / Insurance,0,0,0,30.0 - 35.0,0.0 - 36.0,75000.0,nan,3
Male,Amsterdam,English,1000+,Product,Senior,Backend Developer,.NET,30.0,1 year,Manufacture,0,0,0,25.0 - 30.0,0.0 - 36.0,67000.0,8.0 - 9.0,0
Male,Amsterdam,English,100-1000,Product,Middle,Backend Developer,.NET,0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,65000.0,4.0 - 5.0,0
Male,Amsterdam,English,100-1000,Product,Middle,Backend Developer,Java,Other,1 year,Finance / Insurance,0,0,0,25.0 - 30.0,0.0 - 36.0,62000.0,3.0 - 4.0,0
Female,Amsterdam,English,1000+,0,Junior,DevOps,Other,27.0,0,0,0,0,0,20.0 - 25.0,0.0 - 36.0,43000.0,1.0 - 2.0,6
Male,Berlin,English,10-50,Bodyshop / Outsource,Senior,Backend Developer,.NET,25.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,87000.0,9.0 - 10.0,7
Male,Munich,English,up to 10,Consulting / Agency,Senior,Mobile Developer,Kotlin,28.0,unlimited,Finance / Insurance,0,0,0,0.0 - 5.0,0.0 - 36.0,70000.0,4.0 - 5.0,3
Male,Berlin,English,1000+,Product,Senior,Other,Other,25.0,unlimited,Сommerce,0,0,0,30.0 - 35.0,0.0 - 36.0,78000.0,9.0 - 10.0,1
Male,Stuttgart,English,up to 10,Product,Senior,Fullstack Developer,Javascript / Typescript,28.0,unlimited,Сommerce,0,0,0,25.0 - 30.0,0.0 - 36.0,48000.0,5.0 - 6.0,6
Male,Other,English,50-100,Product,Senior,Fullstack Developer,Java,25.0,unlimited,Software Development,0,0,0,30.0 - 35.0,0.0 - 36.0,83000.0,9.0 - 10.0,1
